,access_date,type,country,cost,code,notes,note,pre,post_accept,post_decline,pass,accept_vendors,accept_legit,pre_vendors,pre_legit,decline_vendors,decline_legit,cmp,dec
"gabler-banklexikon,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",,"CPrL07APrL07AAcABBENDCCsAP_AAAAAAAYgJaBVJCpFDWFIMFBdAJAgGYAU1gAQICQACBCAAwAFCAGA8IAA0QAAEAQAAAAAAAAAgVABAEAAABBEABCAAAAAAQFEAAQAgAAAAAAAAAAQQABAAAgAAAAAAAAIAAABAwQAkACQI4KGBAAAgIAACAAQgAABAACAAAOACEAYAAAAAAIAAIBAAAIAEAAAAAEAAAAAA__7_H_-f__AAAAeEgWgAIAAqABkADgAIAAZAA0ACIAEwAJ4AbwA5gB-AEJAIYAiQBLAClAFuAMOAfYB-gEDAIoARoAuYBigDaAG4APkAocBeYDBgGGgOCAcmA8cCEIEUgI-gR_AkUBJCCTAJMgSbAlgBLMIAJACgAL4Ac4C6AGQgQMAhcBIICSQaAMAIYAfgB8gI_gSKAlmIgDACGAH4AfICP4EigJZiAAIErxUAQAJgC8wI_gSKGQBAAmALzAj-BIocAQAAQABcAKAAvgBzgIQAXQAyEBpoD8QJAASCAkIBI2CSIJJgSvHQLgAKgAZAA4ACAAGQANAAfABEACYAE8AN4AcwA_QCGAIkASwApQBbgDDAGjAPsA_QCBgEUAIsAXMAvQBigDaAG4ATIAocBeYDBgGGgOTAeOBFICPoEfwJFASQAkyBJsCVAEqwJYQSzBLQgALAAQAL4Ac4C2gF0AMSAkABIICRsEkQSTAlQQgHgAZACYAG8AfYBFAC5gGKANoA8cCPoEfwJFASQAkyBLQlASAAQABkADgARAAmQCGAIkAUoAtwB-AGKANwAfIBeYEfwJFASQAkqBJkkAFAAuBIACQQEkgJUFIEgAFQAMgAcABAADIAGgARAAmABPACkAHMAP0AhgCJAFKALcAaMA-wD9AIsAXMAxQBtADcAKHAXmAw0BwQDkwHjgQhAikBH8CRQEkAJMgSqAlmUAEgAXAF8AOcCBgEewJBQSRBJMCSoEqAAAA,f_gAAAAAAAAA","CPrL07APrL07AAcABBENDCCgAAAAAAAAAAYgAAAAAAHhIFoACAAKgAZAA4ACAAGQANAAiABMACeAG8AOYAfgBCQCGAIkASwApQBbgDDgH2AfoBAwCKAEaALmAYoA2gBuAD5AKHAXmAwYBhoDggHJgPHAhCBFICPoEfwJFASQgkwCTIEmwJYASzCACQAoAC-AHOAugBkIEDAIXASCAkkGgDACGAH4AfICP4EigJZiIAwAhgB-AHyAj-BIoCWYgACBK8VAEACYAvMCP4EihkAQAJgC8wI_gSKHAEAAEAAXACgAL4Ac4CEAF0AMhAaaA_ECQAEggJCASNgkiCSYErx0C4ACoAGQAOAAgABkADQAHwARAAmABPADeAHMAP0AhgCJAEsAKUAW4AwwBowD7AP0AgYBFACLAFzAL0AYoA2gBuAEyAKHAXmAwYBhoDkwHjgRSAj6BH8CRQEkAJMgSbAlQBKsCWEEswS0IACwAEAC-AHOAtoBdADEgJAASCAkbBJEEkwJUEIB4AGQAmABvAH2ARQAuYBigDaAPHAj6BH8CRQEkAJMgS0JQEgAEAAZAA4AEQAJkAhgCJAFKALcAfgBigDcAHyAXmBH8CRQEkAJKgSZJABQALgSAAkEBJICVBSBIABUADIAHAAQAAyABoAEQAJgATwApABzAD9AIYAiQBSgC3AGjAPsA_QCLAFzAMUAbQA3AChwF5gMNAcEA5MB44EIQIpAR_AkUBJACTIEqgJZlABIAFwBfADnAgYBHsCQUEkQSTAkqBKg,YAAAAAAAAAAA",1,0,0,0,0,0,0,0,70
"gartendialog,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",,,,0,0,0,0,0,0,0,0,71
"gartenjournal,net",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,","CPrMGgAPrMGgAAGABCENDCCgAAAAAAAAACQgAAAAAAAA,YAAAAAAAAAAA","CPrMGgAPrMGgAAGABCENDCCsAP_AAAAAACQgINAZ5D7cTWFheXx7QPs0eYwf11ARImAiChKAA6ABSDIAcLQEkmASMAyAAAACAAwEIBJBAAAkCAFEAUAQQIAAABHkAgAEhAAIICBEABERAAAACAIKCAAAAQAIAAARIgAAmQCAQ0LmRFQAgIAQJAAAgIggAIAEAgMAAAAAAAIAAAAAggAAAQAAAJBIEwACwAKgAZAA5AB4AIAAZQA0ADUAHkARABFACYAE8AN4AcwA_ACEAENAIgAiQBHACWAE0AKUAW4Aw4B-AH6AQMAjgBJgCUgGKANoAbgA4gCRAFIgLzAZIAy4BrAQAUABsAEgAPwA_gDnALOAj0BKwC6gGQhoBAAXABDAD8AIKASYAtACRAFIhgAIB1BEAUAQwA_ACTAJEAUiIAAgAkHQNQAFgAVAAyAByAD4AQAAygBoAGoAPAAfQBEAEUAJgAT4AuAC6AGIAMwAbwA5gB-AENAIgAiQBLACaAFKALEAW4AwwBowD8AP0AgYBFoCOAI6ASYAlIBaADFAG0ANwAcQA5wB1AD7AIvASIAvMBfQDJAGWAMuAaqA1gBxYEAQINDgCYAFwASAA_ADQAH8ARwAzQBzgDuAIKAQgAs4BgQDXgI9ASsAmIBdQDISUBsABYAGQAOAAfAB4AEQAJgAXAAxABmAENAIgAiQBHAClAFuAPwAjgBaADFAG4AOoAi8BIgC8wGWANYAgCSAEgAXAFyAM0AdwBrwDtgH2AR6AlYVAGACYAFwARwBHAC0ALzFAAgCCgI9GQBAAmACOAI4AvMYABAR6QgKAALAAyADUAJgAXAAxABmADeAI4AUoAsQCOAEpALQAYoA2gBzgDqAJEAaqQAEABoAD-AM0Ac4BBQDtgI9ATEUgTAALAAqABkADkAHwAgABlADQANQAeQBEAEUAJgATwApABiADMAHMAPwAhoBEAESAKUAWIAtwBowD8AP0Ai0BHAEdAJSAYoA2gBuAD7AIvASIAvMBfQDJAGWAMuAawUAHgAXABIAD8ANoAfwBHAC5AGaAOcAdwBdQDXgHbAR6AmI,YAAAAAAAAAAA","CPrMGgAPrMGgAAGABCENDCCgAAAAAAAAACQgAAAAAAAA,YAAAAAAAAAAA",1,0,0,0,0,0,0,6,72
"gartenlexikon,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",,,,0,0,0,0,0,0,0,0,73
"gesund-verlieben,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",CPrL07APrL07AAfDsBDEDCCgAAAAAAAAAAYgAAAO2gCAA4AR4AwQB2wBQKAmAAoACoAIAATgAsABkADgAIsATABNACeAFQAOYAgABSgHoAP0Af0BLQDtgkBMABQAFQAQAAnABYADIAHAARYAmACaAE8AKgAcwBAAClAPQAfoA_oCWgHbBoCYACgAKgAgABOACwAGQAOAAiwBMAE0AJ4AVAA5gCAAFKAegA_QB_QEtAO2EQEwAFAAVABAACcAFgAMgAcABFgCYAJoATwAqABzAEAAKUA9AB-gD-gJaAdsKgJgAKAAqACAAE4ALAAZAA4ACLAEwATQAngBUADmAIAAUoB6AD9AH9AS0A7YZATAAUABUAEAAJwAWAAyABwAEWAJgAmgBPACoAHMAQAApQD0AH6AP6AloB2w6AmAAoACoAIAATgAsABkADgAIsATABNACeAFQAOYAgABSgHoAP0Af0BLQDtiEBMABQAFQAQAAnABYADIAHAARYAmACaAE8AKgAcwBAAClAPQAfoA_oCWgHbEoCYACgAKgAgABOACwAGQAOAAiwBMAE0AJ4AVAA5gCAAFKAegA_QB_QEtAO2KQEwAFAAVABAACcAFgAMgAcABFgCYAJoATwAqABzAEAAKUA9AB-gD-gJaAdsA,CPrL07APrL07AAfDsBDEDCCsAP_AAH_AAAYgIXNV9X7fbWtHOX5_a_tkeYUX1tb94-QiChSAk6AFSXOA8KQG02AytEyAJAgCIBAAoFZBIARECElUQEAQYIBVBRHsAwwMpAAKIEJEABERE0AQAAsKAAAAAAAIgEBNKwSAmgjQQVLmREAA9IAwQgAAgIgBAAACAAMAXEAYQBAAAAIAgQBAAgIEEELmq-r9vtrWjnL8_tf2yPMKL62t-8fIRBQpASdACpLnAeFIDabAZWiZAEgQBEAgAUCsgkAIiBCSqICAIMEAqgoj2AYYGUgAFECEiAAiIiaAIAAWFAAAAAAAEQCAmlYJATQRoIKlzIiAAekAYIQAAQEQAgAABAAGALiAMIAgAAAEAQIAgAQECCAUCgJgAKAAqACAAE4ALAAZAA4ACLAEwATQAngBUADmAIAAUoB6AD9AH9AS0A7YJATAAUABUAEAAJwAWAAyABwAEWAJgAmgBPACoAHMAQAApQD0AH6AP6AloB2waAmAAoACoAIAATgAsABkADgAIsATABNACeAFQAOYAgABSgHoAP0Af0BLQDthEBMABQAFQAQAAnABYADIAHAARYAmACaAE8AKgAcwBAAClAPQAfoA_oCWgHbCoCYACgAKgAgABOACwAGQAOAAiwBMAE0AJ4AVAA5gCAAFKAegA_QB_QEtAO2GQEwAFAAVABAACcAFgAMgAcABFgCYAJoATwAqABzAEAAKUA9AB-gD-gJaAdsOgJgAKAAqACAAE4ALAAZAA4ACLAEwATQAngBUADmAIAAUoB6AD9AH9AS0A7YhATAAUABUAEAAJwAWAAyABwAEWAJgAmgBPACoAHMAQAApQD0AH6AP6AloB2xKAmAAoACoAIAATgAsABkADgAIsATABNACeAFQAOYAgABSgHoAP0Af0BLQDtikBMABQAFQAQAAnABYADIAHAARYAmACaAE8AKgAcwBAAClAPQAfoA_oCWgHbA,CPrL07APrL07AAfDsBDEDCCgAAAAAAAAAAYgAAAO2gCAA4AR4AwQB2wBQKAmAAoACoAIAATgAsABkADgAIsATABNACeAFQAOYAgABSgHoAP0Af0BLQDtgkBMABQAFQAQAAnABYADIAHAARYAmACaAE8AKgAcwBAAClAPQAfoA_oCWgHbBoCYACgAKgAgABOACwAGQAOAAiwBMAE0AJ4AVAA5gCAAFKAegA_QB_QEtAO2EQEwAFAAVABAACcAFgAMgAcABFgCYAJoATwAqABzAEAAKUA9AB-gD-gJaAdsKgJgAKAAqACAAE4ALAAZAA4ACLAEwATQAngBUADmAIAAUoB6AD9AH9AS0A7YZATAAUABUAEAAJwAWAAyABwAEWAJgAmgBPACoAHMAQAApQD0AH6AP6AloB2w6AmAAoACoAIAATgAsABkADgAIsATABNACeAFQAOYAgABSgHoAP0Af0BLQDtiEBMABQAFQAQAAnABYADIAHAARYAmACaAE8AKgAcwBAAClAPQAfoA_oCWgHbEoCYACgAKgAgABOACwAGQAOAAiwBMAE0AJ4AVAA5gCAAFKAegA_QB_QEtAO2KQEwAFAAVABAACcAFgAMgAcABFgCYAJoATwAqABzAEAAKUA9AB-gD-gJaAdsA,1,302,302,0,4,0,4,31,74
"gesundheitsfrage,net",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,","CPrMGgAPrMGgAAGABCENDCCgAAAAAABAACQgAAAF1gAgF1AAAAAA,YAAAAAAAAAAA","CPrMGgAPrMGgAAGABCENDCCsAP_AAAHAACQgIslV5D9dLGFBMXZ5YNsgSYUX1sARpmQCCBaAE6AFwAOA8IAEk0AAMARgACACABAAoADBIAAkDABEAUCQAAgFASHkIgSAgAAKIAAAAAMQAwAAAAsAAAAAEAAIhEAJIwAAmCqwYwrsRkAEhIAQAgAAgIgBAKABAgMACEEYAAAAAAIAAoAAAgIEEAAAAAECAusAEAuoBoSBaAAgABYAFQAMgAcgA8AEAAMgAaQBEAEUAJgATwAqgBvADmAHoAPwAhABDQCIAIkASwAmgBSgC3AGHAPsA_QCBgEaAI4AXMAxQBtADcAHEAPkAocBeYDBgGGgMkAayA4IB44EIQIXARSDQBAAuACGgH2AfgB8hEAMAQ0A-wD8APkKgCABMAC4ARwBeYyAGAEwAjgC8x0DAABYAFQAMgAcgA-AEAAMgAaAA-gCIAIoATAAngBVAC4AGIAN4AcwA9AB-AENAIgAiQBLACaAFKALEAW4AwwBowD7AP0AgYBFgCOAFzAMUAbQA3ABxADnAIvAUOAvMBgwDDQGSAMsAcWA8cCAIEUhwAQABAAFwEIANNIQEgAFgAZACYAFUALgAYgA3gB6AFKALEAfYBHAC5gGKANoAc4B44EKCAAEABBKAyAAgABYAGQAOAAfACIAEwAKoAXAAxACGgEQARIApQBbwD7APwAjgBcwDFAG4APkAi8BeYDLAIAgQhJAAQALlIE4ACwAKgAZAA5AB8AIAAZAA0gCIAIoATAAngBSACqAGIAOYAfgBDQCIAIkAUoAsQBbgDRgH2AfoBFgCOAFzAMUAbQA3ACLwFDgLzAYaAyQBlgDWQHBAPHAhCBFIoABAAuA,YAAAAAAAAAAA","eyJhbGciOiJSUzI1NiIsImtpZCI6ImNkcG04c1V6aWI1RlJneXlyc1I2Ui1tVmdHNEx5bmpFejdKZUlEeWY2WnMifQ,eyJhdXRoIjp0cnVlLCJ0eXBlIjoidHJpYWwiLCJwbGFucyI6WyI0OGU2NDk4Ny0zMDMyLTRhMzQtYmU1Yy00YjFiODQ0Mjk5NjgiXSwiYXVkIjoiOWVkMjYxMTciLCJpYXQiOjE2ODMxMDQ1MTYsImV4cCI6MTY4MzI4MDkxNn0,kArmmtckJWzSk_RrSVOqejxqfl9x6kHY9ZHuoe89PPdNMZh2g8CLhoqdGQGjZlcXNqqHEntOiGqV35C9ZcLtgK2qiN83S2QnpVh8EsqWKrfTxg18VcAlTaf3DUxgNmuHN8fAb5-Om5AUwEtIP159ca_CXxGRueu9JkfhKRRoHFu_aMEG2NrPyJaoemXQHQuQ8bcAEhdPZucIda8EvC0W5fCQNPmSa3Z_K6YQ3RWSm6zAt_Jnpks0feHcf2PVmyH6eTouVWDKF1w4m9Z-If_R8JqXt5WY-UJyrSWsXF3RpfPdwk7hS8wVwO-rrWuQktIqNJLbxHXPjPozYCftzbYdQg",1,1,1,0,1,0,0,6,75
"gifhorner-rundschau,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",,CPrL07APrL07AAfamDDEDCCwAP_AAH_AAAYgI5gBpDpMTWFAMHB5AMMAKIQU1tAXIWAACBAAASABQAMAsAQEkAAAIASAAAACAQQAoBYBAABAAEAAAAEAQAAEAAEkAAAAhAAIIAJAAAEBQAAAAAAAAAAAAAAAAAAJAAQAkACAQwKAREAAgIAwAAAAAAgAgIABAgICAAAAEAAAAAIEAAAAAAIAAIABAAACARAAgjmAGkOkxNYUAwcHkAwwAohBTW0BchYAAIEAABIAFAAwCwBASQAAAgBIAAAAIBBACgFgEAAEAAQAAAAQBAAAQAASQAAACEAAggAkAAAQFAAAAAAAAAAAAAAAAAAAkABACQAIBDAoBEQACAgDAAAAAACACAgAECAgIAAAAQAAAAAgQAAAAAAgAAgAEAAAIBEACAUCgAgLaCQAQFtBoAIC2hEAEBbQqACAtoZABAW0OgAgLaIQAQFtEoAIC2ikAEBbQA,CPrL07APrL07AAfamDDEDCCwAAAAAAAAAAYgAAAOxgAgOxAKBQAQFtBIAIC2g0AEBbQiACAtoVABAW0MgAgLaHQAQFtEIAIC2iUAEBbRSACAtoA,1,134,134,0,0,0,1,0,76
"goslarsche,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",,,,1,0,0,0,0,0,0,0,77
"gutefrage,net",2023-03-20,Q&A,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,","CPrMGgAPrMGgAAGABCENDCCgAAAAAABAACQgAAAF1gAgF1AAAAAA,YAAAAAAAAAAA","CPrMGgAPrMGgAAGABCENDCCsAP_AAAHAACQgIslV5D9dLGFBMXZ5YNsgSYUX1sARpmQCCBaAE6AFwAOA8IAEk0AAMARgACACABAAoADBIAAkDABEAUCQAAgFASHkIgSAgAAKIAAAAAMQAwAAAAsAAAAAEAAIhEAJIwAAmCqwYwrsRkAEhIAQAgAAgIgBAKABAgMACEEYAAAAAAIAAoAAAgIEEAAAAAECAusAEAuoBoSBaAAgABYAFQAMgAcgA8AEAAMgAaQBEAEUAJgATwAqgBvADmAHoAPwAhABDQCIAIkASwAmgBSgC3AGHAPsA_QCBgEaAI4AXMAxQBtADcAHEAPkAocBeYDBgGGgMkAayA4IB44EIQIXARSDQBAAuACGgH2AfgB8hEAMAQ0A-wD8APkKgCABMAC4ARwBeYyAGAEwAjgC8x0DAABYAFQAMgAcgA-AEAAMgAaAA-gCIAIoATAAngBVAC4AGIAN4AcwA9AB-AENAIgAiQBLACaAFKALEAW4AwwBowD7AP0AgYBFgCOAFzAMUAbQA3ABxADnAIvAUOAvMBgwDDQGSAMsAcWA8cCAIEUhwAQABAAFwEIANNIQEgAFgAZACYAFUALgAYgA3gB6AFKALEAfYBHAC5gGKANoAc4B44EKCAAEABBKAyAAgABYAGQAOAAfACIAEwAKoAXAAxACGgEQARIApQBbwD7APwAjgBcwDFAG4APkAi8BeYDLAIAgQhJAAQALlIE4ACwAKgAZAA5AB8AIAAZAA0gCIAIoATAAngBSACqAGIAOYAfgBDQCIAIkAUoAsQBbgDRgH2AfoBFgCOAFzAMUAbQA3ACLwFDgLzAYaAyQBlgDWQHBAPHAhCBFIoABAAuA,YAAAAAAAAAAA","eyJhbGciOiJSUzI1NiIsImtpZCI6ImNkcG04c1V6aWI1RlJneXlyc1I2Ui1tVmdHNEx5bmpFejdKZUlEeWY2WnMifQ,eyJhdXRoIjp0cnVlLCJ0eXBlIjoidHJpYWwiLCJwbGFucyI6WyI0OGU2NDk4Ny0zMDMyLTRhMzQtYmU1Yy00YjFiODQ0Mjk5NjgiXSwiYXVkIjoiNGQ4YjRmZjIiLCJpYXQiOjE2ODMxMDQ4MjUsImV4cCI6MTY4MzI4MTIyNX0,1_oLPkR8A-_SMH_5s-eUqz4xkc41F88FSjbI8mURyfFdpWmImwK3Y0rjhecpc4duwSIIAFHcvTBry1Ny89keFfmOZfI6WdFaAFK4bZayaOKPsVuW7bxhj3C6s-VIU6kpKj5-nT3evETkO5zfjfZrbUbGo0tzSf2BxUACLgXnuTRM8Dev_a5zgvBsaYYUiF5tcTJFPqFqqBHLFxNLk07NcVIYKr2X8wL7ZxSW6QyTVJYEgVkp9t6goRMiMx8EaIO2CnyuqEbKK2s1ZsGTyPloWrVKJ_zSUG9j493J6YQnZjiROTPsUnmqSdZmAzUHDdDbrrNR8jbav4g3HaU3VId6rg",1,1,1,0,1,0,0,6,78
"gutekueche,at",2023-03-20,Food Magazine,Austria,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,","CPrMGgAPrMGgAAGABCENDCCgAAAAAEPAACQgAAANsgCgDnAO2AtABdADbAAwgAEBdASACAtApABAWgAA,YAAAAAAAAAAA","CPrMGgAPrMGgAAGABCENDCCoAP_AAEPAACQgIxJV7D7NLWFBkXRdCNBgCYkX18CVJiQCCASAA2AFCAGA8IQC00ASMASQBAAAAAAAoVABAAAEGAFECQCAAIgEARFkAgQAhAAIIAAEgAEQQgBQAAoKAAAAAAAIAAQBA0QAkACQA8LGFEAEhIAQQAAAwIABAACDAAMACEAYAAAAAAIAAABQAgJEMAAAAQEKAQNsgCgDnAO2AtABdADbADgkC4ABAACwAKgAZAA5AB8AIAAaQBEAEUAJgATwA3gBzAD0AH4AQgAhoBEAESAJYATQApQBbgDDgH2AfoBAwCKAEaAI4ASYAlIBcwDFAG0ANwAfIBOwChwFIgLQAXIAvMBgwDggHJgPHAhCBFIIAHAAeABsAGQC6AGQgQMAhcGgEABcAENAPsA_ACTAHyATsApEBcgiAOAIaAfYB-AEmAPkAnYBSIC5BUAUAJgAXACOALkAXmMgCABMAI4AuQBeY6BeAAsACoAGQAOQAfACAAGgAPoAiACKAEwAJ4AXAA3gBzAD0AH4AQ0AiACJAEsAJoAUoAsQBbgDDAGjAPsA_QCBgEUAIsARwAkwBKQC5gGKANoAbgA-wCLwEyAJ2AUOAuQBeYDBgGWAOTAeOBFIcAPAAQAA8AC4AMgAoABkAIQAREAvQB8gEIALiAZCAyYBppCAkAAsADIATAAuABvAD0AKUAWIA-wCKAEcAJSAXMAxQBtAFyAPHAhQQABAAIAiySgLgAIAAWABkADgAHwAiABMAC4AIaARABEgClAFvAPsA_ACOAFzAMUAbgA-QB9gEXgLzAZYBCEkACAAuAGQpAnAAWABUADIAHIAPgBAADSAIgAigBMACeAFIAOYAfgBDQCIAIkAUoAsQBbgDRgH2AfoBFgCOAEpALmAYoA2gBuAD7AIvATsAocBaAC5AF5gMsAcEA5MB44EIQIpFAA4AFwAZABkALqAyYCBgEWQ,YAAAAAAAAAAA","CPrMGgAPrMGgAAGABCENDCCgAAAAAEPAACQgAAANsgCgDnAO2AtABdADbAAwgAEBdASACAtApABAWgAA,YAAAAAAAAAAA",1,5,5,0,5,0,5,6,79
"gutekueche,de",2023-03-20,Food Magazine,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,","CPrMGgAPrMGgAAGABCENDCCgAAAAAENAACQgAAALogBADnAXQACEAAgLoAAA,YAAAAAAAAAAA","CPrMGgAPrMGgAAGABCENDCCgAP_AAENAACQgIxBFJDrNDWFAEHRdCNJgCYAU1sAUICQAAACAAwAFCAGA8IAC0QECEAQABAAAAAAAgVABAAAEEABEAACAAAAEAQFkAAQQgAAIAAAEAAEQQgBQAAoIAAAAAAAIAAABAwQAkACQAcLGBEAAhIAQQAAAgIABAACCAAMACEAYAAAAAAIAAABAAgJEMAAAAAEAAQLogBADnAXQAcEgSgAIAAqABkADkAHwAgABpAEQARQAmABPADeAHMAPwAhABDQCIAIkASwApQBhwD7AP0AgYBFACNAEpALmAYoA2gBuAD5AJ2AUOAvMBgwDggHJgPHAhCBFIIAGAA2ADIBdADIQIGAQuDQBQAuACGgH2AfgB8gE7CIAgAhoB9gH4AfIBOwqAGAEwALgC8xkAIAJgC8x0CYACoAGQAOQAfACAAGgAPoAiACKAEwAJ4AXAA3gBzAD8AIaARABEgCWAFKAMMAaMA-wD9AIGARQAiwBKQC5gGKANoAbgBF4CZAE7AKHAXmAwYBlgDkwHjgRSHADAAEAAXABkAFAAMgBEQC9AHyAQgAuIBkIDTSEA0ADIATAAuABvAFKAPsAigBKQC5gGKANoA8cCFBAACAAglATAAQABkADgAHwAiABMAC4AIaARABEgClgH2AfgBcwDFAG4APkAi8BeYDLAIQkgAQAFwAyFIEAAFQAMgAcgA-AEAANIAiACKAEwAJ4AUgA5gB-AENAIgAiQBSgDRgH2AfoBFgCUgFzAMUAbQA3ACLwE7AKHAXmAywBwQDkwHjgQhAikUACgAXABkAGQAkQEDAA,YAAAAAAAAAAA","CPrMGgAPrMGgAAGABCENDCCgAAAAAENAACQgAAALogBADnAXQACEAAgLoAAA,YAAAAAAAAAAA",1,2,2,0,2,0,2,6,80
"hallo-eltern,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",,,,0,0,0,0,0,0,0,0,81
"hanser-automotive,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",,"CPrL07APrL07AAcABBENDCCsAP_AAH_AAAYgJaNf_X__b2_r-_5_f_t0eY1P9_7__-0zjhfdl-8N3f_X_L8X52M7vF36tq4KuR4ku3LBIUdlHPHcTVmw6okVryPsbk2cr7NKJ7PEmnMbO2dYGH9_n1_z-ZKY7___f__z_v-v________7-3f3__5___-__e_V__9zfn9_____9vP___9v-_9__________3_79_7_H9-f_9BLQAkw1biALsyxwZtowigRAjCsJCqBQAUUAwtEBhA6uCnZXAT6wiQAoBQBOBECHAFGTAIAABIAkIgAkCPBAIACIBAACABUIhAAxsAgsALAQCAAUA0LFGKAIQJCDIiIiFMCAqRIKCeyoQSg_0NMIQ6ywAoNH_FQgI1kDFYEQkLByHBEgJeLJA8xRvkAIwAoBRKhWopPTQELGYAAAAA,f_gAD_gAAAAA","CPrL07APrL07AAcABBENDCCgAAAAAAAAAAYgAAAAAAAA,YAAAAAAAAAAA",1,357,357,0,0,0,0,0,82
"harzkurier,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",,CPrL07APrL07AAfamEDEDCCwAP_AAH_AAAYgI5gBpDpMTWFAMHB5AMMAKIQU1tAXIWAACBAAASABQAMAsAQEkAAAIASAAAACAQQAoBYBAABAAEAAAAEAQAAEAAEkAAAAhAAIIAJAAAEBQAAAAAAAAAAAAAAAAAAJAAQAkACAQwKAREAAgIAwAAAAAAgAgIABAgICAAAAEAAAAAIEAAAAAAIAAIABAAACARAAgjmAGkOkxNYUAwcHkAwwAohBTW0BchYAAIEAABIAFAAwCwBASQAAAgBIAAAAIBBACgFgEAAEAAQAAAAQBAAAQAASQAAACEAAggAkAAAQFAAAAAAAAAAAAAAAAAAAkABACQAIBDAoBEQACAgDAAAAAACACAgAECAgIAAAAQAAAAAgQAAAAAAgAAgAEAAAIBEACAUCgAgLaCQAQFtBoAIC2hEAEBbQqACAtoZABAW0OgAgLaIQAQFtEoAIC2ikAEBbQA,CPrL07APrL07AAfamEDEDCCwAAAAAAAAAAYgAAAOxgAgOxAKBQAQFtBIAIC2g0AEBbQiACAtoVABAW0MgAgLaHQAQFtEIAIC2iUAEBbRSACAtoA,1,134,134,0,0,0,1,0,83
"hasepost,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",,,,0,0,0,0,0,0,0,0,84
"haus-garten-test,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,","CPrMGgAPrMGgAAGABCENDCCgAAAAAABAACQgAAAEigAgEiAAAAAA,YAAAAAAAAAAA","CPrMGgAPrMGgAAGABCENDCCgAP_AAABAACQgIxBFJCpNDWFAMHBdAJIgGYAU1sAQICQAABCAAwAFCAGA8IAA0QEAEAQAAAAAAAAAgVABAAAAAABEAACAAAAEAQFkAAQQgAAIAAAAAAEQQgBAAAgAAAAAAAAIAAABAwQAkACQIYKGBEAAhIAACAAAgIABAACAAAMACEAYAAAAAAIAAIBAAgJEMAAAAAEAAQEigAgEiAOCQJgAEAAVAAyAByAD4AQAAyABpAEQARQAmABPADeAHMAPwAhABDQCIAIkASwApQBhwD7AP0AgYBFACNAFzAMUAbQA3AB8gFDgLzAYMAw0BwQDkwHjgQhAhcBFIIAEAHOAugBkIEDA0AMAQ0A-wD8APkIgBgCGgH2AfgB8hUAIAJgC8xkAIAJgC8x0CYACoAGQAOQAfACAAGQANAAfQBEAEUAJgATwA3gBzAD8AIaARABEgCWAFKAMMAaMA-wD9AIGARQAiwBcwC9AGKANoAbgBF4CZAFDgLzAYMAw0BlgDkwHjgRSHACAAEAAXACgAOcBCAC6AGQgNNIQCwAMgBMADeAKUAfYBFAC5gGKANoA8cCFBAAGAAgAc4C6CUBIABAAGQAOAAfACIAEwAQ0AiACJAFLAPsA_AC5gGKANwAfIBF4C8wGWAQhJAAQALlIEAAFQAMgAcgA-AEAAMgAaQBEAEUAJgATwApABzAD8AIaARABEgClAGjAPsA_QCLAFzAMUAbQA3ACLwFDgLzAYaAywBwQDkwHjgQhAikUABgAXAHOBAwA,YAAAAAAAAAAA","CPrMGgAPrMGgAAGABCENDCCgAAAAAABAACQgAAAEigAgEiAAAAAA,YAAAAAAAAAAA",1,1,1,0,1,0,1,6,85
"hausgarten,net",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",,,,0,0,0,0,0,0,0,0,86
